doc_id,neighbor,cosine_similarity,rank
BOC_1833__Book_of_Commandments_50,DC_1835__042__section_44,0.8696443037564364,10
BOC_1833__Book_of_Commandments_50,BOC_1833__Book_of_Commandments_44,0.8689948948785673,11
BOC_1833__Book_of_Commandments_50,DC_1835__089__section_94,0.8637895310678189,12
BOC_1833__Book_of_Commandments_50,DC_1835__008__section_9,0.863456362635693,13
BOC_1833__Book_of_Commandments_50,DC_1835__090__section_95,0.8633085811736733,14
BOC_1833__Book_of_Commandments_50,BOC_1833__Book_of_Commandments_41,0.8622831278303201,15
BOC_1833__Book_of_Commandments_50,DC_1835__094__section_99,0.8607877731849254,16
BOC_1833__Book_of_Commandments_50,DC_1835__092__section_97,0.8596761862867341,17
BOC_1833__Book_of_Commandments_50,BOC_1833__Book_of_Commandments_46,0.8582568355214432,18
BOC_1833__Book_of_Commandments_50,DC_1835__059__section_61,0.857293235222424,19
BOC_1833__Book_of_Commandments_50,DC_1835__039__section_41,0.8567176922947887,20
BOC_1833__Book_of_Commandments_51,DC_1835__046__section_48,0.9640102615425342,1
BOC_1833__Book_of_Commandments_51,BOC_1833__Book_of_Commandments_49,0.9011457119877849,2
BOC_1833__Book_of_Commandments_51,BOM_1830__Alma_34,0.8663142575087068,3
BOC_1833__Book_of_Commandments_51,BOM_1830__3_Nephi_27,0.8614137303823879,4
BOC_1833__Book_of_Commandments_51,KJV__Ezekiel_13,0.8581003546980372,5
BOC_1833__Book_of_Commandments_51,BOM_1830__Mormon_7,0.8577569674948555,6
BOC_1833__Book_of_Commandments_51,BOM_1830__Helaman_15,0.8550461051707783,7
BOC_1833__Book_of_Commandments_51,BOC_1833__Book_of_Commandments_40,0.8543390159813209,8
BOC_1833__Book_of_Commandments_51,BOM_1830__Helaman_14,0.8534379175419584,9
BOC_1833__Book_of_Commandments_51,BOC_1833__Book_of_Commandments_52,0.8505618012706156,10
BOC_1833__Book_of_Commandments_51,BOM_1830__Mosiah_5,0.8500051104936442,11
BOC_1833__Book_of_Commandments_51,BOM_1830__Alma_7,0.8490780403105819,12
BOC_1833__Book_of_Commandments_51,BOM_1830__Mosiah_4,0.8455713175386512,13
BOC_1833__Book_of_Commandments_51,DC_1835__031__section_33,0.8451578098357988,14
BOC_1833__Book_of_Commandments_51,KJV__Isaiah_30,0.8423551457014387,15
BOC_1833__Book_of_Commandments_51,KJV__Jeremiah_42,0.842013553512928,16
BOC_1833__Book_of_Commandments_51,BOC_1833__Book_of_Commandments_1,0.8419406033472076,17
BOC_1833__Book_of_Commandments_51,BOC_1833__Book_of_Commandments_35,0.8415355488202106,18
BOC_1833__Book_of_Commandments_51,KJV__Jeremiah_44,0.8414674966908237,19
BOC_1833__Book_of_Commandments_51,DC_1835__027__section_29,0.841196259418185,20
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_29,0.9677808386084843,1
BOC_1833__Book_of_Commandments_52,DC_1835__027__section_29,0.9657791466126199,2
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_1,0.9600759192023502,3
BOC_1833__Book_of_Commandments_52,DC_1835__031__section_33,0.9490737679828525,4
BOC_1833__Book_of_Commandments_52,DC_1835__001__section_1,0.9478578779316637,5
BOC_1833__Book_of_Commandments_52,DC_1835__025__section_27,0.9457151839121859,6
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_35,0.9451458151931942,7
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_40,0.9449248874960198,8
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_62,0.941105125685225,9
BOC_1833__Book_of_Commandments_52,BOM_1830__Ether_4,0.9352462303875074,10
BOC_1833__Book_of_Commandments_52,DC_1835__019__section_21,0.9319658721891044,11
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_48,0.9317162197738624,12
BOC_1833__Book_of_Commandments_52,BOM_1830__Helaman_14,0.9312354143428145,13
BOC_1833__Book_of_Commandments_52,BOM_1830__2_Nephi_25,0.9311408621056058,14
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_22,0.9294058080304849,15
BOC_1833__Book_of_Commandments_52,BOM_1830__3_Nephi_21,0.9286603046357279,16
BOC_1833__Book_of_Commandments_52,BOM_1830__3_Nephi_27,0.9276440835351486,17
BOC_1833__Book_of_Commandments_52,BOM_1830__Alma_7,0.9218588305799446,18
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_53,0.921837787759484,19
BOC_1833__Book_of_Commandments_52,BOC_1833__Book_of_Commandments_36,0.9217890877524533,20
BOC_1833__Book_of_Commandments_53,BOM_1830__Moroni_10,0.9606415016656947,1
BOC_1833__Book_of_Commandments_53,DC_1835__075__sections_77-78,0.9587164811081478,2
BOC_1833__Book_of_Commandments_53,BOC_1833__Book_of_Commandments_15,0.9583007919766207,3
BOC_1833__Book_of_Commandments_53,DC_1835__048__section_50,0.95139723585006,4
BOC_1833__Book_of_Commandments_53,BOM_1830__Helaman_14,0.9487434178199523,5
BOC_1833__Book_of_Commandments_53,BOC_1833__Book_of_Commandments_40,0.9464653087069588,6
BOC_1833__Book_of_Commandments_53,BOM_1830__Alma_34,0.9455582434181974,7
BOC_1833__Book_of_Commandments_53,BOM_1830__3_Nephi_27,0.9443727615152459,8
BOC_1833__Book_of_Commandments_53,BOM_1830__Alma_7,0.9421543994881951,9
BOC_1833__Book_of_Commandments_53,DC_1835__016__section_18,0.9417902039170349,10
BOC_1833__Book_of_Commandments_53,DC_1835__017__section_19,0.9417902039170349,11
BOC_1833__Book_of_Commandments_53,BOC_1833__Book_of_Commandments_62,0.9412518880342167,12
BOC_1833__Book_of_Commandments_53,BOC_1833__Book_of_Commandments_45,0.939867786030588,13
BOC_1833__Book_of_Commandments_53,BOC_1833__Book_of_Commandments_49,0.9390248762182125,14
BOC_1833__Book_of_Commandments_53,BOM_1830__Moroni_7,0.9380596046335736,15
BOC_1833__Book_of_Commandments_53,BOM_1830__Helaman_13,0.9362686724814651,16
BOC_1833__Book_of_Commandments_53,DC_1835__036__section_38,0.9352194769774476,17
BOC_1833__Book_of_Commandments_53,BOM_1830__Mosiah_5,0.9349635849427436,18
BOC_1833__Book_of_Commandments_53,BOC_1833__Book_of_Commandments_64,0.934281153660052,19
BOC_1833__Book_of_Commandments_53,BOM_1830__Ether_4,0.9341346303768235,20
BOC_1833__Book_of_Commandments_54,DC_1835__050__section_52,0.9865107405630322,1
BOC_1833__Book_of_Commandments_54,DC_1835__058__section_60,0.942135959775113,2
BOC_1833__Book_of_Commandments_54,DC_1835__098__section_103,0.9411202027416103,3
BOC_1833__Book_of_Commandments_54,DC_1835__061__section_63,0.9408236104262072,4
BOC_1833__Book_of_Commandments_54,DC_1835__073__section_75,0.9380586849814885,5
BOC_1833__Book_of_Commandments_54,BOC_1833__Book_of_Commandments_64,0.9249154403546664,6
BOC_1833__Book_of_Commandments_54,BOC_1833__Book_of_Commandments_61,0.9247650323737442,7
BOC_1833__Book_of_Commandments_54,DC_1835__059__section_61,0.9236346407005629,8
BOC_1833__Book_of_Commandments_54,DC_1835__055__section_57,0.9199630109749141,9
BOC_1833__Book_of_Commandments_54,DC_1835__049__section_51,0.9193901386688212,10
BOC_1833__Book_of_Commandments_54,DC_1835__054__section_56,0.9189112372119027,11
BOC_1833__Book_of_Commandments_54,DC_1835__056__section_58,0.9185502911906164,12
BOC_1833__Book_of_Commandments_54,DC_1835__048__section_50,0.918414585656874,13
BOC_1833__Book_of_Commandments_54,KJV__Jeremiah_23,0.9181451296232945,14
BOC_1833__Book_of_Commandments_54,KJV__Jeremiah_14,0.918117434187105,15
BOC_1833__Book_of_Commandments_54,DC_1835__062__section_64,0.9178773370812839,16
BOC_1833__Book_of_Commandments_54,KJV__Isaiah_42,0.9173456641423934,17
BOC_1833__Book_of_Commandments_54,DC_1835__096__section_101,0.9170894983738509,18
BOC_1833__Book_of_Commandments_54,BOM_1830__2_Nephi_13,0.9170398048860156,19
BOC_1833__Book_of_Commandments_54,BOM_1830__Mormon_8,0.9158640499936863,20
BOC_1833__Book_of_Commandments_55,DC_1835__089__section_94,0.9248509783313936,1
BOC_1833__Book_of_Commandments_55,DC_1835__010__section_11,0.9246779746317868,2
BOC_1833__Book_of_Commandments_55,DC_1835__095__section_100,0.9238587287747437,3
BOC_1833__Book_of_Commandments_55,DC_1835__028__section_30,0.9213066268812931,4
BOC_1833__Book_of_Commandments_55,DC_1835__015__section_17,0.9183006656144919,5
BOC_1833__Book_of_Commandments_55,DC_1835__085__section_90,0.9181738971973101,6
BOC_1833__Book_of_Commandments_55,DC_1835__012__sections_13-14,0.9170963435744188,7
BOC_1833__Book_of_Commandments_55,DC_1835__051__section_53,0.9167649963724434,8
BOC_1833__Book_of_Commandments_55,DC_1835__047__section_49,0.9165672979516942,9
BOC_1833__Book_of_Commandments_55,DC_1835__090__section_95,0.9146366371386094,10
BOC_1833__Book_of_Commandments_55,DC_1835__062__section_64,0.9124719150198612,11
BOC_1833__Book_of_Commandments_55,BOC_1833__Book_of_Commandments_50,0.9111956934561273,12
BOC_1833__Book_of_Commandments_55,DC_1835__005__section_6,0.9103453206009182,13
BOC_1833__Book_of_Commandments_55,BOC_1833__Book_of_Commandments_56,0.9100263927461566,14
BOC_1833__Book_of_Commandments_55,DC_1835__037__section_39,0.9093362514894727,15
BOC_1833__Book_of_Commandments_55,DC_1835__094__section_99,0.9081371995665873,16
BOC_1833__Book_of_Commandments_55,DC_1835__044__section_46,0.9072969786390707,17
BOC_1833__Book_of_Commandments_55,DC_1835__053__section_55,0.9064389654657125,18
BOC_1833__Book_of_Commandments_55,DC_1835__043__section_45,0.9039624825696035,19
BOC_1833__Book_of_Commandments_55,DC_1835__059__section_61,0.9027910950148298,20
BOC_1833__Book_of_Commandments_56,DC_1835__052__section_54,0.9774453101664894,1
BOC_1833__Book_of_Commandments_56,DC_1835__015__section_17,0.9132843223427934,2
BOC_1833__Book_of_Commandments_56,BOC_1833__Book_of_Commandments_55,0.9100263927461566,3
BOC_1833__Book_of_Commandments_56,DC_1835__047__section_49,0.9045594810702333,4
BOC_1833__Book_of_Commandments_56,DC_1835__028__section_30,0.9030820671644514,5
BOC_1833__Book_of_Commandments_56,KJV__Ezekiel_36,0.8933432453178569,6
BOC_1833__Book_of_Commandments_56,KJV__Hosea_5,0.8910743281297343,7
BOC_1833__Book_of_Commandments_56,DC_1835__043__section_45,0.8895344629777725,8
BOC_1833__Book_of_Commandments_56,BOM_1830__2_Nephi_6,0.8867870743670809,9
BOC_1833__Book_of_Commandments_56,DC_1835__037__section_39,0.8834902691948512,10
BOC_1833__Book_of_Commandments_56,DC_1835__062__section_64,0.8814344450067199,11
BOC_1833__Book_of_Commandments_56,KJV__Isaiah_29,0.8800653365166675,12
BOC_1833__Book_of_Commandments_56,DC_1835__103__sections_108-109-110-111-112,0.8783346633594997,13
BOC_1833__Book_of_Commandments_56,BOM_1830__2_Nephi_18,0.8764226751413886,14
BOC_1833__Book_of_Commandments_56,DC_1835__090__section_95,0.876230285144458,15
BOC_1833__Book_of_Commandments_56,KJV__Ezekiel_37,0.8761772341737442,16
BOC_1833__Book_of_Commandments_56,DC_1835__005__section_6,0.8746642704464417,17
BOC_1833__Book_of_Commandments_56,BOC_1833__Book_of_Commandments_41,0.8744317970777497,18
BOC_1833__Book_of_Commandments_56,KJV__Jeremiah_20,0.8742506532370858,19
BOC_1833__Book_of_Commandments_56,KJV__Ezekiel_6,0.8739140083628331,20
BOC_1833__Book_of_Commandments_57,DC_1835__053__section_55,0.9507200267334935,1
BOC_1833__Book_of_Commandments_57,DC_1835__104__sections_113-114-115-116-117-118-119,0.9353913898646877,2
BOC_1833__Book_of_Commandments_57,BOC_1833__Book_of_Commandments_12,0.9231979491726345,3
BOC_1833__Book_of_Commandments_57,BOC_1833__Book_of_Commandments_16,0.9189829233229764,4
BOC_1833__Book_of_Commandments_57,DC_1835__051__section_53,0.9171137841207873,5
BOC_1833__Book_of_Commandments_57,DC_1835__070__section_72,0.9166576781610413,6
BOC_1833__Book_of_Commandments_57,BOC_1833__Book_of_Commandments_5,0.9151015004951428,7
BOC_1833__Book_of_Commandments_57,DC_1835__007__section_8,0.9143130885688522,8
BOC_1833__Book_of_Commandments_57,DC_1835__054__section_56,0.9124047907478953,9
BOC_1833__Book_of_Commandments_57,DC_1835__073__section_75,0.911781316347553,10
BOC_1833__Book_of_Commandments_57,BOC_1833__Book_of_Commandments_10,0.9089329422403134,11
BOC_1833__Book_of_Commandments_57,DC_1835__079__section_82,0.9071249306984835,12
BOC_1833__Book_of_Commandments_57,DC_1835__085__section_90,0.9066589842227949,13
BOC_1833__Book_of_Commandments_57,DC_1835__036__section_38,0.9058307319785638,14
BOC_1833__Book_of_Commandments_57,DC_1835__012__sections_13-14,0.9058215142682762,15
BOC_1833__Book_of_Commandments_57,DC_1835__098__section_103,0.9047234182769175,16
BOC_1833__Book_of_Commandments_57,DC_1835__029__section_31,0.9043146728607877,17
BOC_1833__Book_of_Commandments_57,DC_1835__075__sections_77-78,0.903198853428429,18
BOC_1833__Book_of_Commandments_57,BOC_1833__Book_of_Commandments_34,0.9017585009515523,19
BOC_1833__Book_of_Commandments_57,BOC_1833__Book_of_Commandments_7,0.9007684963323295,20
BOC_1833__Book_of_Commandments_58,DC_1835__054__section_56,0.9877353436480087,1
BOC_1833__Book_of_Commandments_58,BOC_1833__Book_of_Commandments_37,0.9645777749257742,2
BOC_1833__Book_of_Commandments_58,BOC_1833__Book_of_Commandments_64,0.961739071194049,3
BOC_1833__Book_of_Commandments_58,DC_1835__033__section_35,0.9615996758509032,4
BOC_1833__Book_of_Commandments_58,DC_1835__036__section_38,0.958161147420869,5
BOC_1833__Book_of_Commandments_58,BOC_1833__Book_of_Commandments_40,0.956779971697704,6
BOC_1833__Book_of_Commandments_58,DC_1835__061__section_63,0.9545551971523871,7
BOC_1833__Book_of_Commandments_58,BOM_1830__2_Nephi_27,0.9523869625009075,8
BOC_1833__Book_of_Commandments_58,DC_1835__099__section_104,0.9500385986890744,9
BOC_1833__Book_of_Commandments_58,DC_1835__027__section_29,0.9500343222803563,10
BOC_1833__Book_of_Commandments_58,DC_1835__004__section_5,0.9488398021613069,11
BOC_1833__Book_of_Commandments_58,BOM_1830__Mormon_8,0.9481578164696101,12
BOC_1833__Book_of_Commandments_58,BOM_1830__Ether_4,0.9479612495225361,13
BOC_1833__Book_of_Commandments_58,DC_1835__096__section_101,0.9455977375918182,14
BOC_1833__Book_of_Commandments_58,DC_1835__066__section_68,0.9450304526994044,15
BOC_1833__Book_of_Commandments_58,BOC_1833__Book_of_Commandments_29,0.9449822767182474,16
BOC_1833__Book_of_Commandments_58,BOC_1833__Book_of_Commandments_41,0.9446579675821428,17
BOC_1833__Book_of_Commandments_58,DC_1835__081__section_84,0.943672906331264,18
BOC_1833__Book_of_Commandments_58,BOM_1830__2_Nephi_6,0.9436507194847338,19
BOC_1833__Book_of_Commandments_58,DC_1835__092__section_97,0.943305120316567,20
BOC_1833__Book_of_Commandments_59,DC_1835__056__section_58,0.9872309910966716,1
BOC_1833__Book_of_Commandments_59,DC_1835__096__section_101,0.965180278221116,2
BOC_1833__Book_of_Commandments_59,DC_1835__099__section_104,0.9648547466554762,3
BOC_1833__Book_of_Commandments_59,DC_1835__081__section_84,0.9620538190421124,4
BOC_1833__Book_of_Commandments_59,DC_1835__083__sections_87-88,0.9603340586997464,5
BOC_1833__Book_of_Commandments_59,DC_1835__062__section_64,0.9593431758500696,6
BOC_1833__Book_of_Commandments_59,SR-8,0.9590489677254783,7
BOC_1833__Book_of_Commandments_59,BOM_1830__2_Nephi_9,0.9589279478796378,8
BOC_1833__Book_of_Commandments_59,DC_1835__107__section_128,0.9578968766318041,9
BOC_1833__Book_of_Commandments_59,SR-15,0.9552222336740652,10
BOC_1833__Book_of_Commandments_59,DC_1835__061__section_63,0.9547605410946107,11
BOC_1833__Book_of_Commandments_59,DC_1835__059__section_61,0.9539419993332087,12
BOC_1833__Book_of_Commandments_59,BOM_1830__Moroni_8,0.9528246154257137,13
BOC_1833__Book_of_Commandments_59,BOM_1830__Mormon_8,0.9526464290481178,14
BOC_1833__Book_of_Commandments_59,BOC_1833__Book_of_Commandments_64,0.9522709001120797,15
BOC_1833__Book_of_Commandments_59,DC_1835__047__section_49,0.951819551098298,16
BOC_1833__Book_of_Commandments_59,BOM_1830__3_Nephi_20,0.9492698413645516,17
BOC_1833__Book_of_Commandments_59,DC_1835__066__section_68,0.9490734587896346,18
BOC_1833__Book_of_Commandments_59,BOM_1830__2_Nephi_1,0.946453535256734,19
BOC_1833__Book_of_Commandments_59,DC_1835__085__section_90,0.9444159006970572,20
BOC_1833__Book_of_Commandments_60,DC_1835__057__section_59,0.9583709322606256,1
BOC_1833__Book_of_Commandments_60,DC_1835__022__section_24,0.9332539070471265,2
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_25,0.9329814680510324,3
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_61,0.9248657322237015,4
BOC_1833__Book_of_Commandments_60,DC_1835__058__section_60,0.9181733115675359,5
BOC_1833__Book_of_Commandments_60,DC_1835__033__section_35,0.9132815499751008,6
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_37,0.9130160352891904,7
BOC_1833__Book_of_Commandments_60,BOM_1830__1_Nephi_21,0.9125110084649434,8
BOC_1833__Book_of_Commandments_60,KJV__Jeremiah_13,0.9124822786009269,9
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_16,0.9124102950572359,10
BOC_1833__Book_of_Commandments_60,KJV__Isaiah_44,0.9115584829430206,11
BOC_1833__Book_of_Commandments_60,KJV__Isaiah_49,0.909690545298108,12
BOC_1833__Book_of_Commandments_60,KJV__2 Samuel_7,0.9096241892354228,13
BOC_1833__Book_of_Commandments_60,KJV__Isaiah_58,0.9093198908019523,14
BOC_1833__Book_of_Commandments_60,KJV__Psalms_92,0.9070523050585293,15
BOC_1833__Book_of_Commandments_60,BOM_1830__Mosiah_12,0.9049136892585925,16
BOC_1833__Book_of_Commandments_60,JS-1,0.9047705658051071,17
BOC_1833__Book_of_Commandments_60,DC_1835__023__section_25,0.9026575157914937,18
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_26,0.9019178266910869,19
BOC_1833__Book_of_Commandments_60,BOM_1830__2_Nephi_8,0.9017441463576623,20
BOC_1833__Book_of_Commandments_61,DC_1835__058__section_60,0.9847518966428281,1
BOC_1833__Book_of_Commandments_61,DC_1835__059__section_61,0.951315888505657,2
BOC_1833__Book_of_Commandments_61,DC_1835__098__section_103,0.9457364569356831,3
BOC_1833__Book_of_Commandments_61,DC_1835__033__section_35,0.9408009380040366,4
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_37,0.9398461694326596,5
BOC_1833__Book_of_Commandments_61,KJV__Jeremiah_8,0.9367859653102417,6
BOC_1833__Book_of_Commandments_61,DC_1835__016__section_18,0.9364868323637932,7
BOC_1833__Book_of_Commandments_61,DC_1835__017__section_19,0.9364868323637932,8
BOC_1833__Book_of_Commandments_61,BOM_1830__Moroni_8,0.9364576164532596,9
BOC_1833__Book_of_Commandments_61,DC_1835__036__section_38,0.9363046243232181,10
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_64,0.9362595153190731,11
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_59,0.935517899776339,12
BOC_1833__Book_of_Commandments_61,DC_1835__079__section_82,0.9346652095739452,13
BOC_1833__Book_of_Commandments_61,DC_1835__061__section_63,0.9342985549354199,14
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_16,0.9332956403706056,15
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_5,0.9326770134025173,16
BOC_1833__Book_of_Commandments_61,DC_1835__062__section_64,0.9322847441422761,17
BOC_1833__Book_of_Commandments_61,DC_1835__054__section_56,0.9318180892926077,18
BOC_1833__Book_of_Commandments_61,DC_1835__099__section_104,0.9306106818074776,19
BOC_1833__Book_of_Commandments_61,KJV__Proverbs_30,0.9303739649093525,20
BOC_1833__Book_of_Commandments_62,DC_1835__059__section_61,0.9652647479405237,1
BOC_1833__Book_of_Commandments_62,DC_1835__027__section_29,0.9648160887468633,2
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_29,0.9609780726591488,3
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_40,0.9577143060622642,4
BOC_1833__Book_of_Commandments_62,DC_1835__001__section_1,0.9512638533714376,5
BOC_1833__Book_of_Commandments_62,BOM_1830__3_Nephi_27,0.9505405369125868,6
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_64,0.9445582159548411,7
BOC_1833__Book_of_Commandments_62,DC_1835__090__section_95,0.9412680288208072,8
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_53,0.9412518880342167,9
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_52,0.941105125685225,10
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_15,0.9410529830324537,11
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_35,0.9400966759247206,12
BOC_1833__Book_of_Commandments_62,DC_1835__036__section_38,0.9397852742912933,13
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_48,0.938327194328429,14
BOC_1833__Book_of_Commandments_62,DC_1835__075__sections_77-78,0.9380371934444652,15
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_58,0.9377687776129089,16
BOC_1833__Book_of_Commandments_62,DC_1835__031__section_33,0.9376751811522074,17
BOC_1833__Book_of_Commandments_62,BOM_1830__2_Nephi_25,0.9368780513525532,18
BOC_1833__Book_of_Commandments_62,BOM_1830__Ether_4,0.9357735529783054,19
BOC_1833__Book_of_Commandments_62,BOM_1830__Alma_37,0.9355721748296891,20
BOC_1833__Book_of_Commandments_63,DC_1835__060__section_62,0.950726409613246,1
BOC_1833__Book_of_Commandments_63,DC_1835__075__sections_77-78,0.9183266757264726,2
BOC_1833__Book_of_Commandments_63,DC_1835__079__section_82,0.9135223437996909,3
BOC_1833__Book_of_Commandments_63,DC_1835__082__sections_85-86,0.9088689427624912,4
BOC_1833__Book_of_Commandments_63,DC_1835__051__section_53,0.9038417675630298,5
BOC_1833__Book_of_Commandments_63,BOC_1833__Book_of_Commandments_16,0.9029552336511607,6
BOC_1833__Book_of_Commandments_63,DC_1835__036__section_38,0.9002818228677153,7
BOC_1833__Book_of_Commandments_63,BOC_1833__Book_of_Commandments_57,0.8990789049437368,8
BOC_1833__Book_of_Commandments_63,DC_1835__071__section_73,0.8953912835344573,9
BOC_1833__Book_of_Commandments_63,DC_1835__085__section_90,0.8937428836771248,10
BOC_1833__Book_of_Commandments_63,DC_1835__058__section_60,0.8936892750006844,11
BOC_1833__Book_of_Commandments_63,DC_1835__073__section_75,0.8908896605595225,12
BOC_1833__Book_of_Commandments_63,DC_1835__064__section_66,0.8895154089216971,13
BOC_1833__Book_of_Commandments_63,DC_1835__054__section_56,0.8885264144323799,14
BOC_1833__Book_of_Commandments_63,DC_1835__070__section_72,0.8873266412097496,15
BOC_1833__Book_of_Commandments_63,DC_1835__007__section_8,0.887232468309136,16
BOC_1833__Book_of_Commandments_63,BOC_1833__Book_of_Commandments_61,0.8853387357267201,17
BOC_1833__Book_of_Commandments_63,DC_1835__059__section_61,0.8849660382089948,18
BOC_1833__Book_of_Commandments_63,DC_1835__106__sections_125-126-127,0.8838158739776527,19
BOC_1833__Book_of_Commandments_63,SR-32,0.8832341665197239,20
BOC_1833__Book_of_Commandments_64,DC_1835__061__section_63,0.9948909492947159,1
BOC_1833__Book_of_Commandments_64,DC_1835__081__section_84,0.9658826749111454,2
BOC_1833__Book_of_Commandments_64,DC_1835__099__section_104,0.9657788263568851,3
BOC_1833__Book_of_Commandments_64,DC_1835__059__section_61,0.9623088612095926,4
BOC_1833__Book_of_Commandments_64,BOM_1830__Mormon_8,0.9622811706608068,5
BOC_1833__Book_of_Commandments_64,BOM_1830__3_Nephi_20,0.9620850846095166,6
BOC_1833__Book_of_Commandments_64,DC_1835__036__section_38,0.9619536749443792,7
BOC_1833__Book_of_Commandments_64,DC_1835__004__section_5,0.9617527242067341,8
BOC_1833__Book_of_Commandments_64,BOC_1833__Book_of_Commandments_58,0.961739071194049,9
BOC_1833__Book_of_Commandments_64,DC_1835__096__section_101,0.9608680582172021,10
BOC_1833__Book_of_Commandments_64,BOM_1830__2_Nephi_27,0.9599570290852725,11
BOC_1833__Book_of_Commandments_64,BOC_1833__Book_of_Commandments_37,0.9581373046409739,12
BOC_1833__Book_of_Commandments_64,DC_1835__033__section_35,0.9578960067053458,13
BOC_1833__Book_of_Commandments_64,DC_1835__062__section_64,0.9548844846063371,14
BOC_1833__Book_of_Commandments_64,DC_1835__083__sections_87-88,0.9543187748535567,15
BOC_1833__Book_of_Commandments_64,DC_1835__066__section_68,0.9526038186962834,16
BOC_1833__Book_of_Commandments_64,DC_1835__098__section_103,0.9523882968363734,17
BOC_1833__Book_of_Commandments_64,BOC_1833__Book_of_Commandments_59,0.9522709001120797,18
BOC_1833__Book_of_Commandments_64,BOM_1830__Alma_45,0.9520589060025806,19
BOC_1833__Book_of_Commandments_64,BOM_1830__2_Nephi_29,0.951732920994411,20
BOC_1833__Book_of_Commandments_65,DC_1835__062__section_64,0.9178803894776656,1
BOC_1833__Book_of_Commandments_65,BOM_1830__3_Nephi_24,0.9170099593818722,2
BOC_1833__Book_of_Commandments_65,DC_1835__058__section_60,0.9120391077093792,3
BOC_1833__Book_of_Commandments_65,BOC_1833__Book_of_Commandments_16,0.9113859062792217,4
BOC_1833__Book_of_Commandments_65,KJV__Jeremiah_23,0.9100410347503995,5
BOC_1833__Book_of_Commandments_65,DC_1835__098__section_103,0.9071754811126973,6
BOC_1833__Book_of_Commandments_65,DC_1835__073__section_75,0.9070724139816219,7
BOC_1833__Book_of_Commandments_65,DC_1835__036__section_38,0.9063574692487437,8
BOC_1833__Book_of_Commandments_65,DC_1835__070__section_72,0.9060665310175969,9
BOC_1833__Book_of_Commandments_65,DC_1835__079__section_82,0.905759106709622,10
BOC_1833__Book_of_Commandments_65,KJV__Isaiah_40,0.905091062895685,11
BOC_1833__Book_of_Commandments_65,BOM_1830__2_Nephi_9,0.9042637319794127,12
BOC_1833__Book_of_Commandments_65,BOM_1830__Mosiah_12,0.9033252839518421,13
BOC_1833__Book_of_Commandments_65,BOM_1830__Jacob_6,0.9028444163924468,14
BOC_1833__Book_of_Commandments_65,KJV__Isaiah_45,0.9017963611209818,15
BOC_1833__Book_of_Commandments_65,DC_1835__088__section_93,0.9012139700113327,16
BOC_1833__Book_of_Commandments_65,KJV__1 Samuel_12,0.9008312216404484,17
BOC_1833__Book_of_Commandments_65,DC_1835__054__section_56,0.8989874861308091,18
BOC_1833__Book_of_Commandments_65,DC_1835__056__section_58,0.8972499472314649,19
BOC_1833__Book_of_Commandments_65,BOM_1830__2_Nephi_7,0.8971310413442967,20
