Source,Target,Weight,Type
Ezekiel_6,Isaiah_66,3,undirected
Ezekiel_7,Ezekiel_21,2,undirected
Ezekiel_7,Ezekiel_28,6,undirected
Ezekiel_7,Ezekiel_30,2,undirected
Ezekiel_7,Ezekiel_5,1,undirected
Ezekiel_7,Isaiah_13,14,undirected
Ezekiel_7,Isaiah_16,2,undirected
Ezekiel_7,Isaiah_60,5,undirected
Ezekiel_7,Jeremiah_10,6,undirected
Ezekiel_7,Jeremiah_30,41,undirected
Ezekiel_8,1 Kings_22,2,undirected
Ezekiel_8,1 Samuel_17,2,undirected
Ezekiel_8,2 Kings_9,3,undirected
Ezekiel_8,2 Samuel_18,8,undirected
Ezekiel_8,2 Samuel_20,5,undirected
Ezekiel_8,2 Samuel_21,2,undirected
Ezekiel_8,Ezekiel_10,11,undirected
Ezekiel_8,Ezekiel_27,4,undirected
Ezekiel_8,Ezekiel_3,7,undirected
Ezekiel_8,Ezekiel_43,2,undirected
Ezekiel_8,Ezekiel_9,37,undirected
Ezekiel_9,1 Samuel_17,2,undirected
Ezekiel_9,2 Kings_10,7,undirected
Ezekiel_9,2 Samuel_15,2,undirected
Ezekiel_9,2 Samuel_20,15,undirected
Ezekiel_9,Ezekiel_21,8,undirected
Ezekiel_9,Ezekiel_23,2,undirected
Ezekiel_9,Ezekiel_27,6,undirected
Ezekiel_9,Ezekiel_44,1,undirected
Ezekiel_9,Ezekiel_8,37,undirected
Ezekiel_9,Isaiah_27,3,undirected
Ezekiel_9,Isaiah_6,7,undirected
Ezekiel_9,Proverbs_7,1,undirected
Ezekiel_9,Psalms_148,2,undirected
Hosea_1,1 Samuel_7,1,undirected
Hosea_1,2 Kings_13,2,undirected
Hosea_1,2 Samuel_21,2,undirected
Hosea_1,Amos_7,3,undirected
Hosea_1,Amos_8,12,undirected
Hosea_1,Amos_9,8,undirected
Hosea_1,Ezekiel_27,4,undirected
Hosea_1,Ezekiel_48,1,undirected
Hosea_1,Hosea_2,10,undirected
Hosea_1,Isaiah_3,2,undirected
Hosea_1,Isaiah_7,9,undirected
Hosea_1,Isaiah_8,1,undirected
Hosea_1,Psalms_117,2,undirected
Hosea_1,Psalms_149,3,undirected
Hosea_10,Amos_3,1,undirected
Hosea_10,Ezekiel_27,8,undirected
Hosea_10,Hosea_13,11,undirected
Hosea_10,Hosea_8,3,undirected
Hosea_10,Hosea_9,2,undirected
Hosea_10,Isaiah_10,5,undirected
Hosea_10,Isaiah_16,1,undirected
Hosea_10,Isaiah_3,2,undirected
Hosea_10,Isaiah_32,3,undirected
Hosea_10,Isaiah_5,2,undirected
Hosea_10,Isaiah_61,11,undirected
Hosea_10,Isaiah_7,1,undirected
Hosea_10,Isaiah_8,10,undirected
Hosea_10,Jeremiah_4,1,undirected
Hosea_10,Jeremiah_48,2,undirected
Hosea_10,Psalms_117,2,undirected
Hosea_11,Amos_9,9,undirected
Hosea_11,Ezekiel_25,5,undirected
Hosea_11,Ezekiel_27,1,undirected
Hosea_11,Hosea_12,6,undirected
Hosea_11,Hosea_13,1,undirected
Hosea_11,Hosea_4,2,undirected
Hosea_11,Hosea_5,24,undirected
Hosea_11,Hosea_7,33,undirected
Hosea_11,Hosea_8,8,undirected
Hosea_11,Hosea_9,5,undirected
Hosea_11,Isaiah_14,1,undirected
Hosea_11,Jeremiah_12,2,undirected
Hosea_11,Jeremiah_15,2,undirected
Hosea_11,Jeremiah_20,1,undirected
Hosea_11,Jeremiah_31,4,undirected
Hosea_11,Psalms_117,1,undirected
Hosea_11,Psalms_81,1,undirected
Hosea_11,Psalms_87,6,undirected
Hosea_12,1 Kings_4,1,undirected
Hosea_12,2 Samuel_22,3,undirected
Hosea_12,Ezekiel_17,2,undirected
Hosea_12,Ezekiel_27,1,undirected
Hosea_12,Hosea_11,6,undirected
Hosea_12,Hosea_7,3,undirected
Hosea_12,Isaiah_44,1,undirected
Hosea_12,Isaiah_53,6,undirected
Hosea_12,Isaiah_63,7,undirected
Hosea_12,Job_39,1,undirected
Hosea_12,Psalms_100,1,undirected
Hosea_12,Psalms_117,5,undirected
Hosea_12,Psalms_150,11,undirected
Hosea_12,Psalms_25,5,undirected
Hosea_12,Psalms_62,2,undirected
Hosea_12,Psalms_78,3,undirected
Hosea_12,Psalms_87,2,undirected
Hosea_13,Ezekiel_25,3,undirected
Hosea_13,Ezekiel_27,6,undirected
Hosea_13,Hosea_10,11,undirected
Hosea_13,Hosea_11,1,undirected
Hosea_13,Hosea_14,3,undirected
Hosea_13,Hosea_5,1,undirected
Hosea_13,Hosea_6,4,undirected
Hosea_13,Hosea_8,16,undirected
Hosea_13,Hosea_9,33,undirected
Hosea_13,Isaiah_16,4,undirected
Hosea_13,Isaiah_19,5,undirected
Hosea_13,Isaiah_35,1,undirected
Hosea_13,Isaiah_53,5,undirected
Hosea_13,Isaiah_61,1,undirected
Hosea_13,Isaiah_63,2,undirected
Hosea_13,Jeremiah_10,6,undirected
Hosea_13,Jeremiah_48,1,undirected
Hosea_13,Jeremiah_49,1,undirected
Hosea_13,Job_30,2,undirected
Hosea_14,Ezekiel_27,12,undirected
Hosea_14,Hosea_13,3,undirected
Hosea_14,Hosea_6,7,undirected
Hosea_14,Hosea_9,8,undirected
Hosea_14,Isaiah_16,2,undirected
Hosea_14,Isaiah_25,1,undirected
Hosea_14,Isaiah_40,3,undirected
Hosea_14,Isaiah_42,2,undirected
Hosea_14,Jeremiah_10,5,undirected
Hosea_14,Jeremiah_3,3,undirected
Hosea_14,Psalms_103,6,undirected
Hosea_14,Psalms_115,1,undirected
Hosea_14,Psalms_116,3,undirected
Hosea_14,Psalms_117,4,undirected
Hosea_14,Psalms_125,3,undirected
Hosea_14,Psalms_2,1,undirected
Hosea_14,Psalms_29,6,undirected
Hosea_14,Psalms_37,1,undirected
Hosea_14,Psalms_83,1,undirected
Hosea_2,Amos_6,1,undirected
Hosea_2,Amos_9,13,undirected
Hosea_2,Ezekiel_12,2,undirected
Hosea_2,Ezekiel_16,2,undirected
Hosea_2,Ezekiel_23,13,undirected
Hosea_2,Ezekiel_34,5,undirected
Hosea_2,Hosea_1,10,undirected
Hosea_2,Hosea_4,1,undirected
Hosea_2,Isaiah_30,1,undirected
Hosea_2,Isaiah_42,2,undirected
Hosea_2,Isaiah_50,1,undirected
Hosea_2,Isaiah_55,2,undirected
Hosea_2,Jeremiah_15,8,undirected
Hosea_2,Jeremiah_3,2,undirected
Hosea_2,Jeremiah_31,16,undirected
Hosea_2,Proverbs_31,12,undirected
Hosea_2,Psalms_50,1,undirected
Hosea_3,Ezekiel_27,1,undirected
Hosea_3,Ezekiel_45,9,undirected
Hosea_3,Isaiah_21,2,undirected
Hosea_3,Proverbs_2,2,undirected
Hosea_3,Proverbs_27,3,undirected
Hosea_3,Psalms_117,11,undirected
Hosea_3,Psalms_123,1,undirected
Hosea_3,Psalms_127,5,undirected
Hosea_3,Psalms_128,2,undirected
Hosea_3,Psalms_149,9,undirected
Hosea_3,Psalms_150,11,undirected
Hosea_3,Psalms_29,4,undirected
Hosea_4,Amos_9,2,undirected
Hosea_4,Ezekiel_27,2,undirected
Hosea_4,Hosea_11,2,undirected
Hosea_4,Hosea_2,1,undirected
Hosea_4,Hosea_5,7,undirected
Hosea_4,Hosea_8,2,undirected
Hosea_4,Hosea_9,33,undirected
Hosea_4,Isaiah_3,23,undirected
Hosea_4,Jeremiah_14,2,undirected
Hosea_4,Jeremiah_4,3,undirected
Hosea_4,Jeremiah_6,1,undirected
Hosea_4,Job_24,3,undirected
Hosea_4,Psalms_53,1,undirected
Hosea_5,Hosea_11,24,undirected
Hosea_5,Hosea_13,1,undirected
Hosea_5,Hosea_4,7,undirected
Hosea_5,Hosea_7,39,undirected
Hosea_5,Hosea_9,5,undirected
Hosea_5,Isaiah_28,1,undirected
Hosea_5,Isaiah_3,2,undirected
Hosea_5,Isaiah_30,1,undirected
Hosea_5,Isaiah_42,2,undirected
Hosea_5,Isaiah_61,2,undirected
Hosea_5,Proverbs_1,1,undirected
Hosea_5,Psalms_149,1,undirected
Hosea_6,Amos_4,6,undirected
Hosea_6,Hosea_13,4,undirected
Hosea_6,Hosea_14,7,undirected
Hosea_6,Isaiah_42,2,undirected
Hosea_6,Isaiah_61,8,undirected
Hosea_6,Jeremiah_10,2,undirected
Hosea_6,Jeremiah_31,3,undirected
Hosea_6,Job_37,4,undirected
Hosea_6,Job_7,9,undirected
Hosea_6,Proverbs_10,2,undirected
Hosea_6,Psalms_117,5,undirected
Hosea_6,Psalms_130,2,undirected
Hosea_6,Psalms_87,10,undirected
Hosea_7,Hosea_11,33,undirected
Hosea_7,Hosea_12,3,undirected
Hosea_7,Hosea_5,39,undirected
Hosea_7,Hosea_8,11,undirected
Hosea_7,Hosea_9,12,undirected
Hosea_7,Isaiah_21,3,undirected
Hosea_7,Isaiah_28,1,undirected
Hosea_7,Job_21,3,undirected
Hosea_7,Job_31,2,undirected
Hosea_7,Psalms_104,4,undirected
Hosea_7,Psalms_129,3,undirected
Hosea_7,Psalms_149,1,undirected
Hosea_7,Psalms_7,5,undirected
Hosea_7,Psalms_78,2,undirected
Hosea_8,Ezekiel_27,1,undirected
Hosea_8,Hosea_10,3,undirected
Hosea_8,Hosea_11,8,undirected
Hosea_8,Hosea_13,16,undirected
Hosea_8,Hosea_4,2,undirected
Hosea_8,Hosea_7,11,undirected
Hosea_8,Hosea_9,5,undirected
Hosea_8,Isaiah_19,2,undirected
Hosea_8,Isaiah_5,3,undirected
Hosea_8,Isaiah_61,8,undirected
Hosea_8,Jeremiah_10,1,undirected
Hosea_9,Amos_9,6,undirected
Hosea_9,Ezekiel_44,1,undirected
Hosea_9,Hosea_10,2,undirected
Hosea_9,Hosea_11,5,undirected
Hosea_9,Hosea_13,33,undirected
Hosea_9,Hosea_14,8,undirected
Hosea_9,Hosea_4,33,undirected
Hosea_9,Hosea_5,5,undirected
Hosea_9,Hosea_7,12,undirected
Hosea_9,Hosea_8,5,undirected
Hosea_9,Isaiah_13,3,undirected
Hosea_9,Isaiah_5,1,undirected
Hosea_9,Jeremiah_3,1,undirected
Hosea_9,Jeremiah_30,1,undirected
Hosea_9,Jeremiah_31,15,undirected
Isaiah_1,Amos_5,4,undirected
Isaiah_1,Ezekiel_34,1,undirected
Isaiah_1,Isaiah_10,11,undirected
Isaiah_1,Isaiah_29,2,undirected
Isaiah_1,Isaiah_3,10,undirected
Isaiah_1,Isaiah_30,6,undirected
Isaiah_1,Isaiah_5,2,undirected
Isaiah_1,Isaiah_51,6,undirected
Isaiah_1,Isaiah_59,5,undirected
Isaiah_1,Jeremiah_10,9,undirected
Isaiah_1,Jeremiah_30,7,undirected
Isaiah_1,Jeremiah_31,3,undirected
Isaiah_1,Jeremiah_4,1,undirected
Isaiah_1,Jeremiah_5,8,undirected
Isaiah_10,Amos_5,2,undirected
Isaiah_10,Amos_6,2,undirected
Isaiah_10,Ezekiel_18,1,undirected
Isaiah_10,Ezekiel_33,3,undirected
Isaiah_10,Hosea_10,5,undirected
Isaiah_10,Isaiah_1,11,undirected
Isaiah_10,Isaiah_13,3,undirected
Isaiah_10,Isaiah_14,19,undirected
Isaiah_10,Isaiah_16,3,undirected
Isaiah_10,Isaiah_17,6,undirected
Isaiah_10,Isaiah_19,2,undirected
Isaiah_10,Isaiah_24,7,undirected
Isaiah_10,Isaiah_27,5,undirected
Isaiah_10,Isaiah_29,1,undirected
Isaiah_10,Isaiah_3,4,undirected
Isaiah_10,Isaiah_30,35,undirected
Isaiah_10,Isaiah_31,2,undirected
Isaiah_10,Isaiah_5,7,undirected
Isaiah_10,Isaiah_51,18,undirected
Isaiah_10,Isaiah_57,4,undirected
Isaiah_10,Isaiah_9,13,undirected
Isaiah_10,Jeremiah_48,5,undirected
Isaiah_10,Jeremiah_49,1,undirected
Isaiah_10,Jeremiah_50,12,undirected
Isaiah_10,Jeremiah_51,2,undirected
Isaiah_10,Job_21,1,undirected
Isaiah_10,Psalms_102,2,undirected
Isaiah_10,Psalms_137,2,undirected
Isaiah_11,2 Kings_16,1,undirected
Isaiah_11,Amos_9,19,undirected
Isaiah_11,Ezekiel_25,2,undirected
Isaiah_11,Ezekiel_27,3,undirected
Isaiah_11,Isaiah_17,6,undirected
Isaiah_11,Isaiah_18,6,undirected
Isaiah_11,Isaiah_19,2,undirected
Isaiah_11,Isaiah_3,6,undirected
Isaiah_11,Isaiah_34,11,undirected
Isaiah_11,Isaiah_35,4,undirected
Isaiah_11,Isaiah_7,3,undirected
Isaiah_11,Isaiah_9,1,undirected
Isaiah_11,Jeremiah_31,2,undirected
Isaiah_11,Psalms_117,3,undirected
Isaiah_11,Psalms_72,7,undirected
Isaiah_12,Psalms_100,3,undirected
Isaiah_12,Psalms_110,4,undirected
Isaiah_12,Psalms_113,2,undirected
Isaiah_12,Psalms_117,7,undirected
Isaiah_12,Psalms_118,2,undirected
Isaiah_12,Psalms_145,9,undirected
Isaiah_12,Psalms_149,11,undirected
Isaiah_12,Psalms_65,3,undirected
Isaiah_12,Psalms_77,3,undirected
Isaiah_12,Psalms_87,4,undirected
Isaiah_12,Psalms_89,1,undirected
Isaiah_12,Psalms_99,16,undirected
Isaiah_13,Ezekiel_7,14,undirected
Isaiah_13,Hosea_9,3,undirected
Isaiah_13,Isaiah_10,3,undirected
Isaiah_13,Isaiah_15,1,undirected
Isaiah_13,Isaiah_19,8,undirected
Isaiah_13,Isaiah_2,22,undirected
Isaiah_13,Isaiah_3,35,undirected
Isaiah_13,Isaiah_30,5,undirected
Isaiah_13,Isaiah_32,2,undirected
Isaiah_13,Isaiah_34,35,undirected
Isaiah_13,Isaiah_35,2,undirected
Isaiah_13,Isaiah_5,2,undirected
Isaiah_13,Isaiah_60,4,undirected
Isaiah_13,Isaiah_9,16,undirected
Isaiah_13,Jeremiah_49,1,undirected
Isaiah_13,Jeremiah_50,4,undirected
Isaiah_13,Job_24,3,undirected
Isaiah_13,Job_5,2,undirected
Isaiah_14,Amos_9,2,undirected
Isaiah_14,Ezekiel_17,1,undirected
Isaiah_14,Ezekiel_21,3,undirected
Isaiah_14,Ezekiel_27,4,undirected
Isaiah_14,Ezekiel_31,2,undirected
Isaiah_14,Ezekiel_33,1,undirected
Isaiah_14,Hosea_11,1,undirected
Isaiah_14,Isaiah_10,19,undirected
Isaiah_14,Isaiah_18,5,undirected
Isaiah_14,Isaiah_22,16,undirected
Isaiah_14,Isaiah_23,10,undirected
Isaiah_14,Isaiah_25,12,undirected
Isaiah_14,Isaiah_27,4,undirected
Isaiah_14,Isaiah_33,2,undirected
Isaiah_14,Isaiah_34,5,undirected
Isaiah_14,Isaiah_37,2,undirected
Isaiah_14,Isaiah_49,3,undirected
Isaiah_14,Isaiah_57,1,undirected
Isaiah_14,Isaiah_6,4,undirected
Isaiah_14,Isaiah_63,13,undirected
Isaiah_14,Jeremiah_10,2,undirected
Isaiah_14,Jeremiah_15,2,undirected
Isaiah_14,Jeremiah_2,2,undirected
Isaiah_14,Jeremiah_31,18,undirected
Isaiah_14,Jeremiah_4,13,undirected
Isaiah_14,Jeremiah_48,5,undirected
Isaiah_14,Jeremiah_50,1,undirected
Isaiah_14,Jeremiah_51,15,undirected
Isaiah_14,Psalms_80,4,undirected
Isaiah_14,Psalms_89,6,undirected
Isaiah_15,Ezekiel_27,1,undirected
Isaiah_15,Isaiah_13,1,undirected
Isaiah_15,Isaiah_16,20,undirected
Isaiah_15,Isaiah_18,9,undirected
Isaiah_15,Isaiah_35,1,undirected
Isaiah_15,Isaiah_9,1,undirected
Isaiah_15,Jeremiah_48,18,undirected
Isaiah_15,Psalms_117,4,undirected
Isaiah_15,Psalms_150,5,undirected
Isaiah_15,Psalms_29,2,undirected
Isaiah_16,Amos_3,1,undirected
Isaiah_16,Ezekiel_7,2,undirected
Isaiah_16,Hosea_10,1,undirected
Isaiah_16,Hosea_13,4,undirected
Isaiah_16,Hosea_14,2,undirected
Isaiah_16,Isaiah_10,3,undirected
Isaiah_16,Isaiah_15,20,undirected
Isaiah_16,Isaiah_17,2,undirected
Isaiah_16,Isaiah_18,2,undirected
Isaiah_16,Isaiah_21,4,undirected
Isaiah_16,Isaiah_23,26,undirected
Isaiah_16,Isaiah_24,21,undirected
Isaiah_16,Isaiah_25,3,undirected
Isaiah_16,Isaiah_26,3,undirected
Isaiah_16,Isaiah_27,7,undirected
Isaiah_16,Isaiah_28,5,undirected
Isaiah_16,Isaiah_29,12,undirected
Isaiah_16,Isaiah_30,5,undirected
Isaiah_16,Isaiah_32,6,undirected
Isaiah_16,Isaiah_33,3,undirected
Isaiah_16,Isaiah_34,3,undirected
Isaiah_16,Isaiah_35,3,undirected
Isaiah_16,Isaiah_4,3,undirected
Isaiah_16,Isaiah_54,3,undirected
Isaiah_16,Isaiah_6,1,undirected
Isaiah_16,Isaiah_9,18,undirected
Isaiah_16,Jeremiah_48,31,undirected
Isaiah_16,Jeremiah_8,2,undirected
Isaiah_16,Job_14,1,undirected
Isaiah_16,Job_28,1,undirected
Isaiah_16,Job_4,1,undirected
Isaiah_16,Job_5,2,undirected
Isaiah_16,Proverbs_7,1,undirected
Isaiah_16,Psalms_102,3,undirected
Isaiah_16,Psalms_132,2,undirected
Isaiah_16,Psalms_137,1,undirected
Isaiah_16,Psalms_32,2,undirected
Isaiah_16,Psalms_65,1,undirected
Isaiah_16,Psalms_81,2,undirected
Isaiah_16,Psalms_92,2,undirected
Isaiah_17,Amos_9,8,undirected
Isaiah_17,Ezekiel_27,2,undirected
Isaiah_17,Isaiah_10,6,undirected
Isaiah_17,Isaiah_11,6,undirected
Isaiah_17,Isaiah_16,2,undirected
Isaiah_17,Isaiah_19,7,undirected
Isaiah_17,Isaiah_22,11,undirected
Isaiah_17,Isaiah_27,1,undirected
Isaiah_17,Isaiah_28,1,undirected
Isaiah_17,Isaiah_30,4,undirected
Isaiah_17,Isaiah_33,6,undirected
Isaiah_17,Isaiah_40,1,undirected
Isaiah_17,Jeremiah_31,2,undirected
Isaiah_17,Jeremiah_47,6,undirected
Isaiah_17,Proverbs_22,2,undirected
Isaiah_17,Psalms_65,4,undirected
Isaiah_18,Ezekiel_27,12,undirected
Isaiah_18,Isaiah_11,6,undirected
Isaiah_18,Isaiah_14,5,undirected
Isaiah_18,Isaiah_15,9,undirected
Isaiah_18,Isaiah_16,2,undirected
Isaiah_18,Isaiah_20,8,undirected
Isaiah_18,Isaiah_21,3,undirected
Isaiah_18,Isaiah_22,1,undirected
Isaiah_18,Isaiah_25,9,undirected
Isaiah_18,Isaiah_32,2,undirected
Isaiah_18,Isaiah_4,9,undirected
Isaiah_18,Jeremiah_47,3,undirected
Isaiah_18,Psalms_113,6,undirected
Isaiah_18,Psalms_114,1,undirected
Isaiah_18,Psalms_117,5,undirected
Isaiah_18,Psalms_148,9,undirected
Isaiah_18,Psalms_149,6,undirected
Isaiah_18,Psalms_150,1,undirected
Isaiah_18,Psalms_2,3,undirected
Isaiah_18,Psalms_49,2,undirected
Isaiah_18,Psalms_58,2,undirected
Isaiah_18,Psalms_75,4,undirected
Isaiah_18,Psalms_76,2,undirected
Isaiah_18,Psalms_87,2,undirected
Isaiah_19,Amos_3,6,undirected
Isaiah_19,Amos_8,1,undirected
Isaiah_19,Ezekiel_27,9,undirected
Isaiah_19,Ezekiel_30,5,undirected
Isaiah_19,Ezekiel_43,3,undirected
Isaiah_19,Ezekiel_47,5,undirected
Isaiah_19,Ezekiel_48,2,undirected
Isaiah_19,Hosea_13,5,undirected
Isaiah_19,Hosea_8,2,undirected
Isaiah_19,Isaiah_10,2,undirected
Isaiah_19,Isaiah_11,2,undirected
Isaiah_19,Isaiah_13,8,undirected
Isaiah_19,Isaiah_17,7,undirected
Isaiah_19,Isaiah_20,1,undirected
Isaiah_19,Isaiah_22,3,undirected
Isaiah_19,Isaiah_23,1,undirected
Isaiah_19,Isaiah_29,11,undirected
Isaiah_19,Isaiah_3,27,undirected
Isaiah_19,Isaiah_31,10,undirected
Isaiah_19,Isaiah_32,7,undirected
Isaiah_19,Isaiah_4,3,undirected
Isaiah_19,Isaiah_6,1,undirected
Isaiah_19,Isaiah_7,39,undirected
Isaiah_19,Isaiah_8,4,undirected
Isaiah_19,Jeremiah_10,1,undirected
Isaiah_19,Jeremiah_46,5,undirected
Isaiah_19,Jeremiah_47,4,undirected
Isaiah_19,Proverbs_1,2,undirected
Isaiah_19,Psalms_135,2,undirected
Isaiah_19,Psalms_137,3,undirected
Isaiah_2,Ezekiel_27,13,undirected
Isaiah_2,Isaiah_13,22,undirected
Isaiah_2,Isaiah_3,11,undirected
Isaiah_2,Isaiah_31,13,undirected
Isaiah_2,Isaiah_34,1,undirected
Isaiah_2,Jeremiah_10,2,undirected
Isaiah_2,Jeremiah_48,1,undirected
Isaiah_2,Psalms_115,1,undirected
Isaiah_2,Psalms_117,1,undirected
Isaiah_2,Psalms_135,13,undirected
Isaiah_2,Psalms_29,4,undirected
Isaiah_20,2 Kings_13,1,undirected
Isaiah_20,2 Kings_16,6,undirected
Isaiah_20,2 Kings_18,2,undirected
Isaiah_20,Ezekiel_27,2,undirected
Isaiah_20,Ezekiel_43,2,undirected
Isaiah_20,Ezekiel_48,1,undirected
Isaiah_20,Isaiah_18,8,undirected
Isaiah_20,Isaiah_19,1,undirected
Isaiah_20,Isaiah_3,4,undirected
Isaiah_20,Jeremiah_43,1,undirected
Isaiah_20,Jeremiah_46,1,undirected
Isaiah_20,Psalms_117,6,undirected
Isaiah_20,Psalms_149,3,undirected
Isaiah_20,Psalms_150,9,undirected
Isaiah_20,Psalms_29,5,undirected
Isaiah_20,Psalms_65,8,undirected
Isaiah_21,Amos_2,2,undirected
Isaiah_21,Amos_3,2,undirected
Isaiah_21,Amos_4,8,undirected
Isaiah_21,Ezekiel_12,3,undirected
Isaiah_21,Ezekiel_19,2,undirected
Isaiah_21,Ezekiel_27,20,undirected
Isaiah_21,Hosea_3,2,undirected
Isaiah_21,Hosea_7,3,undirected
Isaiah_21,Isaiah_16,4,undirected
Isaiah_21,Isaiah_18,3,undirected
Isaiah_21,Isaiah_22,9,undirected
Isaiah_21,Isaiah_3,7,undirected
Isaiah_21,Isaiah_6,10,undirected
Isaiah_21,Jeremiah_48,6,undirected
Isaiah_21,Psalms_101,1,undirected
Isaiah_21,Psalms_114,6,undirected
Isaiah_21,Psalms_116,7,undirected
Isaiah_21,Psalms_117,5,undirected
Isaiah_21,Psalms_122,2,undirected
Isaiah_21,Psalms_132,3,undirected
Isaiah_21,Psalms_150,7,undirected
Isaiah_21,Psalms_62,4,undirected
Isaiah_21,Psalms_66,4,undirected
Isaiah_22,2 Kings_20,2,undirected
Isaiah_22,Amos_5,6,undirected
Isaiah_22,Amos_6,5,undirected
Isaiah_22,Amos_7,2,undirected
Isaiah_22,Ezekiel_12,5,undirected
Isaiah_22,Ezekiel_17,2,undirected
Isaiah_22,Ezekiel_27,15,undirected
Isaiah_22,Ezekiel_43,2,undirected
Isaiah_22,Isaiah_14,16,undirected
Isaiah_22,Isaiah_17,11,undirected
Isaiah_22,Isaiah_18,1,undirected
Isaiah_22,Isaiah_19,3,undirected
Isaiah_22,Isaiah_21,9,undirected
Isaiah_22,Isaiah_28,8,undirected
Isaiah_22,Isaiah_3,15,undirected
Isaiah_22,Isaiah_38,4,undirected
Isaiah_22,Isaiah_46,2,undirected
Isaiah_22,Isaiah_51,10,undirected
Isaiah_22,Isaiah_7,4,undirected
Isaiah_22,Jeremiah_31,2,undirected
Isaiah_22,Jeremiah_48,2,undirected
Isaiah_22,Job_14,1,undirected
Isaiah_23,Amos_9,7,undirected
Isaiah_23,Ezekiel_27,1,undirected
Isaiah_23,Ezekiel_47,1,undirected
Isaiah_23,Isaiah_14,10,undirected
Isaiah_23,Isaiah_16,26,undirected
Isaiah_23,Isaiah_19,1,undirected
Isaiah_23,Isaiah_40,2,undirected
Isaiah_23,Isaiah_62,1,undirected
Isaiah_23,Jeremiah_31,3,undirected
Isaiah_23,Jeremiah_47,4,undirected
Isaiah_23,Jeremiah_49,6,undirected
Isaiah_23,Jeremiah_50,5,undirected
Isaiah_23,Psalms_117,1,undirected
Isaiah_23,Psalms_65,1,undirected
Isaiah_24,Amos_9,2,undirected
Isaiah_24,Ezekiel_27,6,undirected
Isaiah_24,Isaiah_10,7,undirected
Isaiah_24,Isaiah_16,21,undirected
Isaiah_24,Isaiah_27,1,undirected
Isaiah_24,Isaiah_28,6,undirected
Isaiah_24,Isaiah_33,12,undirected
Isaiah_24,Isaiah_40,2,undirected
Isaiah_24,Jeremiah_10,2,undirected
Isaiah_24,Jeremiah_25,2,undirected
Isaiah_24,Jeremiah_48,18,undirected
Isaiah_24,Jeremiah_50,2,undirected
Isaiah_24,Psalms_46,4,undirected
Isaiah_24,Psalms_48,2,undirected
Isaiah_24,Psalms_72,2,undirected
Isaiah_24,Psalms_75,2,undirected
Isaiah_25,Ezekiel_26,1,undirected
Isaiah_25,Ezekiel_27,4,undirected
Isaiah_25,Hosea_14,1,undirected
Isaiah_25,Isaiah_14,12,undirected
Isaiah_25,Isaiah_16,3,undirected
Isaiah_25,Isaiah_18,9,undirected
Isaiah_25,Isaiah_26,9,undirected
Isaiah_25,Isaiah_28,2,undirected
Isaiah_25,Isaiah_9,3,undirected
Isaiah_25,Job_40,2,undirected
Isaiah_25,Proverbs_22,1,undirected
Isaiah_25,Psalms_113,1,undirected
Isaiah_25,Psalms_117,5,undirected
Isaiah_25,Psalms_118,1,undirected
Isaiah_25,Psalms_144,6,undirected
Isaiah_25,Psalms_149,3,undirected
Isaiah_25,Psalms_48,7,undirected
Isaiah_25,Psalms_65,1,undirected
Isaiah_25,Psalms_87,21,undirected
Isaiah_25,Psalms_90,1,undirected
Isaiah_26,2 Samuel_22,6,undirected
Isaiah_26,Ezekiel_27,12,undirected
Isaiah_26,Isaiah_16,3,undirected
Isaiah_26,Isaiah_25,9,undirected
Isaiah_26,Isaiah_33,1,undirected
Isaiah_26,Isaiah_51,1,undirected
Isaiah_26,Isaiah_59,1,undirected
Isaiah_26,Isaiah_60,1,undirected
Isaiah_26,Isaiah_62,3,undirected
Isaiah_26,Isaiah_64,3,undirected
Isaiah_26,Jeremiah_12,8,undirected
Isaiah_26,Psalms_104,7,undirected
Isaiah_26,Psalms_118,6,undirected
Isaiah_26,Psalms_139,1,undirected
Isaiah_26,Psalms_22,5,undirected
Isaiah_26,Psalms_31,1,undirected
Isaiah_26,Psalms_37,1,undirected
Isaiah_26,Psalms_44,3,undirected
Isaiah_26,Psalms_48,8,undirected
Isaiah_26,Psalms_65,5,undirected
Isaiah_26,Psalms_68,12,undirected
Isaiah_26,Psalms_74,6,undirected
Isaiah_26,Psalms_83,3,undirected
Isaiah_26,Psalms_85,2,undirected
Isaiah_26,Psalms_9,8,undirected
Isaiah_26,Psalms_90,2,undirected
Isaiah_27,Amos_8,8,undirected
Isaiah_27,Amos_9,3,undirected
Isaiah_27,Ezekiel_21,7,undirected
Isaiah_27,Ezekiel_30,7,undirected
Isaiah_27,Ezekiel_9,3,undirected
Isaiah_27,Isaiah_10,5,undirected
Isaiah_27,Isaiah_14,4,undirected
Isaiah_27,Isaiah_16,7,undirected
Isaiah_27,Isaiah_17,1,undirected
Isaiah_27,Isaiah_24,1,undirected
Isaiah_27,Isaiah_28,1,undirected
Isaiah_27,Isaiah_3,2,undirected
Isaiah_27,Isaiah_30,3,undirected
Isaiah_27,Isaiah_4,5,undirected
Isaiah_27,Isaiah_5,2,undirected
Isaiah_27,Jeremiah_31,1,undirected
Isaiah_28,Amos_5,4,undirected
Isaiah_28,Amos_6,6,undirected
Isaiah_28,Ezekiel_47,2,undirected
Isaiah_28,Hosea_5,1,undirected
Isaiah_28,Hosea_7,1,undirected
